,m,n,snr,snr2,p,nsspecfit_slope,nsspecfit_intercept,nsspecfit_r2
752,400,500,11.000000,6.000000,0.650000,1.386315,-0.588445,0.873738
753,400,500,11.000000,6.000000,0.700000,1.324415,-0.483485,0.868841
754,400,500,11.000000,6.000000,0.750000,1.270216,-0.392647,0.868994
755,400,500,11.000000,6.000000,0.800000,1.216101,-0.304040,0.868049
756,400,500,11.000000,6.000000,0.850000,1.170731,-0.228047,0.866001
757,400,500,11.000000,6.000000,0.900000,1.126089,-0.156302,0.865497
758,400,500,11.000000,6.000000,0.950000,1.087975,-0.092335,0.852356
759,400,500,11.000000,6.000000,1.000000,1.055843,-0.035382,0.841394
760,500,500,2.000000,1.500000,0.100000,3.441296,-4.610954,0.999003
761,500,500,2.000000,1.500000,0.150000,2.806716,-3.396039,0.999425
762,500,500,2.000000,1.500000,0.200000,2.426868,-2.672010,0.999526
763,500,500,2.000000,1.500000,0.250000,2.184523,-2.199348,0.999613
764,500,500,2.000000,1.500000,0.300000,1.996416,-1.834098,0.999725
765,500,500,2.000000,1.500000,0.350000,1.839580,-1.538516,0.999755
766,500,500,2.000000,1.500000,0.400000,1.719900,-1.310458,0.999762
767,500,500,2.000000,1.500000,0.450000,1.612736,-1.109014,0.999778
768,500,500,2.000000,1.500000,0.500000,1.528550,-0.947861,0.999848
769,500,500,2.000000,1.500000,0.550000,1.448511,-0.799038,0.999821
770,500,500,2.000000,1.500000,0.600000,1.382078,-0.674663,0.999814
771,500,500,2.000000,1.500000,0.650000,1.319414,-0.559192,0.999813
772,500,500,2.000000,1.500000,0.700000,1.262163,-0.455358,0.999835
773,500,500,2.000000,1.500000,0.750000,1.211073,-0.362501,0.999843
774,500,500,2.000000,1.500000,0.800000,1.164819,-0.279069,0.999825
775,500,500,2.000000,1.500000,0.850000,1.120109,-0.201029,0.999790
776,500,500,2.000000,1.500000,0.900000,1.079162,-0.128906,0.999745
777,500,500,2.000000,1.500000,0.950000,1.042007,-0.064005,0.999758
778,500,500,2.000000,1.500000,1.000000,1.005849,-0.002341,0.999694
779,500,500,3.000000,2.000000,0.100000,3.435557,-4.601006,0.998991
780,500,500,3.000000,2.000000,0.150000,2.824833,-3.414696,0.999333
781,500,500,3.000000,2.000000,0.200000,2.465585,-2.719478,0.999503
782,500,500,3.000000,2.000000,0.250000,2.203050,-2.219177,0.999654
783,500,500,3.000000,2.000000,0.300000,2.008893,-1.849506,0.999673
784,500,500,3.000000,2.000000,0.350000,1.858111,-1.563125,0.999684
785,500,500,3.000000,2.000000,0.400000,1.727805,-1.319284,0.999707
786,500,500,3.000000,2.000000,0.450000,1.626072,-1.125121,0.999548
787,500,500,3.000000,2.000000,0.500000,1.536645,-0.955964,0.999552
788,500,500,3.000000,2.000000,0.550000,1.454109,-0.803593,0.999405
789,500,500,3.000000,2.000000,0.600000,1.385535,-0.677024,0.999390
790,500,500,3.000000,2.000000,0.650000,1.323841,-0.562013,0.999261
791,500,500,3.000000,2.000000,0.700000,1.269280,-0.461771,0.999141
792,500,500,3.000000,2.000000,0.750000,1.215872,-0.366017,0.998725
793,500,500,3.000000,2.000000,0.800000,1.168931,-0.281708,0.998724
794,500,500,3.000000,2.000000,0.850000,1.124881,-0.203783,0.998593
795,500,500,3.000000,2.000000,0.900000,1.083314,-0.131698,0.998493
796,500,500,3.000000,2.000000,0.950000,1.044693,-0.065216,0.998299
797,500,500,3.000000,2.000000,1.000000,1.009062,-0.004037,0.997993
798,500,500,4.000000,2.500000,0.100000,3.497406,-4.690195,0.998884
799,500,500,4.000000,2.500000,0.150000,2.865174,-3.478350,0.999212
800,500,500,4.000000,2.500000,0.200000,2.476144,-2.732804,0.999392
801,500,500,4.000000,2.500000,0.250000,2.213325,-2.232897,0.999401
802,500,500,4.000000,2.500000,0.300000,2.016709,-1.860143,0.999346
803,500,500,4.000000,2.500000,0.350000,1.858854,-1.560711,0.999225
804,500,500,4.000000,2.500000,0.400000,1.737781,-1.329804,0.998774
805,500,500,4.000000,2.500000,0.450000,1.628519,-1.125332,0.998625
806,500,500,4.000000,2.500000,0.500000,1.543477,-0.961936,0.998058
807,500,500,4.000000,2.500000,0.550000,1.461104,-0.811878,0.997565
808,500,500,4.000000,2.500000,0.600000,1.391117,-0.682084,0.997375
809,500,500,4.000000,2.500000,0.650000,1.328424,-0.566592,0.996886
810,500,500,4.000000,2.500000,0.700000,1.273255,-0.464579,0.996523
811,500,500,4.000000,2.500000,0.750000,1.218682,-0.368123,0.996036
812,500,500,4.000000,2.500000,0.800000,1.172321,-0.283984,0.995827
813,500,500,4.000000,2.500000,0.850000,1.128364,-0.206219,0.994958
814,500,500,4.000000,2.500000,0.900000,1.087595,-0.134888,0.994616
815,500,500,4.000000,2.500000,0.950000,1.048705,-0.067695,0.994083
816,500,500,4.000000,2.500000,1.000000,1.012389,-0.006067,0.994218
817,500,500,5.000000,3.000000,0.100000,3.528427,-4.736769,0.998906
818,500,500,5.000000,3.000000,0.150000,2.875576,-3.490582,0.999122
819,500,500,5.000000,3.000000,0.200000,2.487878,-2.748973,0.998847
820,500,500,5.000000,3.000000,0.250000,2.222556,-2.242923,0.998478
821,500,500,5.000000,3.000000,0.300000,2.029260,-1.873695,0.998002
822,500,500,5.000000,3.000000,0.350000,1.873960,-1.578937,0.997010
823,500,500,5.000000,3.000000,0.400000,1.744197,-1.333452,0.995625
824,500,500,5.000000,3.000000,0.450000,1.634429,-1.130754,0.995130
825,500,500,5.000000,3.000000,0.500000,1.549487,-0.969045,0.994071
826,500,500,5.000000,3.000000,0.550000,1.467181,-0.816475,0.993174
827,500,500,5.000000,3.000000,0.600000,1.399950,-0.690606,0.991919
828,500,500,5.000000,3.000000,0.650000,1.332538,-0.569320,0.991843
829,500,500,5.000000,3.000000,0.700000,1.277037,-0.467056,0.991242
830,500,500,5.000000,3.000000,0.750000,1.225861,-0.374360,0.991035
831,500,500,5.000000,3.000000,0.800000,1.177976,-0.288375,0.989920
832,500,500,5.000000,3.000000,0.850000,1.133538,-0.209994,0.989297
833,500,500,5.000000,3.000000,0.900000,1.090590,-0.136520,0.988661
834,500,500,5.000000,3.000000,0.950000,1.053177,-0.070745,0.987985
835,500,500,5.000000,3.000000,1.000000,1.016024,-0.008184,0.987502
836,500,500,6.000000,3.500000,0.100000,3.567422,-4.793009,0.998856
837,500,500,6.000000,3.500000,0.150000,2.890815,-3.511082,0.998864
838,500,500,6.000000,3.500000,0.200000,2.509354,-2.778519,0.996769
839,500,500,6.000000,3.500000,0.250000,2.239484,-2.265502,0.995203
840,500,500,6.000000,3.500000,0.300000,2.042441,-1.887385,0.993895
841,500,500,6.000000,3.500000,0.350000,1.888776,-1.596662,0.991454
842,500,500,6.000000,3.500000,0.400000,1.757284,-1.349235,0.989852
843,500,500,6.000000,3.500000,0.450000,1.651226,-1.151102,0.987507
844,500,500,6.000000,3.500000,0.500000,1.559371,-0.978313,0.986768
845,500,500,6.000000,3.500000,0.550000,1.474073,-0.822318,0.985877
846,500,500,6.000000,3.500000,0.600000,1.407149,-0.696362,0.984275
847,500,500,6.000000,3.500000,0.650000,1.339703,-0.576082,0.982619
848,500,500,6.000000,3.500000,0.700000,1.283380,-0.472976,0.982412
849,500,500,6.000000,3.500000,0.750000,1.231492,-0.378927,0.981728
850,500,500,6.000000,3.500000,0.800000,1.181603,-0.291415,0.980054
851,500,500,6.000000,3.500000,0.850000,1.137230,-0.212413,0.979986
852,500,500,6.000000,3.500000,0.900000,1.094850,-0.138981,0.979290
853,500,500,6.000000,3.500000,0.950000,1.056132,-0.072318,0.978456
854,500,500,6.000000,3.500000,1.000000,1.019513,-0.010154,0.978308
855,500,500,7.000000,4.000000,0.100000,3.574472,-4.799472,0.998396
856,500,500,7.000000,4.000000,0.150000,2.939517,-3.579334,0.996956
857,500,500,7.000000,4.000000,0.200000,2.518403,-2.790278,0.993726
858,500,500,7.000000,4.000000,0.250000,2.266263,-2.300910,0.989408
859,500,500,7.000000,4.000000,0.300000,2.055810,-1.906894,0.986332
860,500,500,7.000000,4.000000,0.350000,1.898197,-1.607367,0.983471
861,500,500,7.000000,4.000000,0.400000,1.768423,-1.363018,0.980087
862,500,500,7.000000,4.000000,0.450000,1.663786,-1.164335,0.978481
863,500,500,7.000000,4.000000,0.500000,1.566869,-0.986443,0.976429
864,500,500,7.000000,4.000000,0.550000,1.485021,-0.833893,0.975549
865,500,500,7.000000,4.000000,0.600000,1.414413,-0.703216,0.972368
866,500,500,7.000000,4.000000,0.650000,1.345276,-0.579809,0.971198
867,500,500,7.000000,4.000000,0.700000,1.289488,-0.478516,0.970203
868,500,500,7.000000,4.000000,0.750000,1.236770,-0.382565,0.969327
869,500,500,7.000000,4.000000,0.800000,1.187900,-0.295503,0.968282
870,500,500,7.000000,4.000000,0.850000,1.142936,-0.217056,0.968423
871,500,500,7.000000,4.000000,0.900000,1.099490,-0.142268,0.967406
872,500,500,7.000000,4.000000,0.950000,1.060429,-0.075362,0.966864
873,500,500,7.000000,4.000000,1.000000,1.023441,-0.012461,0.966573
874,500,500,8.000000,4.500000,0.100000,3.615886,-4.866758,0.997510
875,500,500,8.000000,4.500000,0.150000,2.957898,-3.607290,0.991954
876,500,500,8.000000,4.500000,0.200000,2.563274,-2.849798,0.984328
877,500,500,8.000000,4.500000,0.250000,2.286562,-2.328121,0.978487
878,500,500,8.000000,4.500000,0.300000,2.082010,-1.939465,0.974631
879,500,500,8.000000,4.500000,0.350000,1.911633,-1.622093,0.969870
880,500,500,8.000000,4.500000,0.400000,1.775815,-1.369047,0.967546
881,500,500,8.000000,4.500000,0.450000,1.670574,-1.169508,0.964643
882,500,500,8.000000,4.500000,0.500000,1.574193,-0.992690,0.961685
883,500,500,8.000000,4.500000,0.550000,1.493417,-0.844156,0.960255
884,500,500,8.000000,4.500000,0.600000,1.417842,-0.706262,0.957813
885,500,500,8.000000,4.500000,0.650000,1.354668,-0.590031,0.957253
886,500,500,8.000000,4.500000,0.700000,1.295608,-0.483068,0.956075
887,500,500,8.000000,4.500000,0.750000,1.242918,-0.388199,0.955561
888,500,500,8.000000,4.500000,0.800000,1.193101,-0.300326,0.952535
889,500,500,8.000000,4.500000,0.850000,1.147234,-0.220041,0.954181
890,500,500,8.000000,4.500000,0.900000,1.105511,-0.147532,0.953622
891,500,500,8.000000,4.500000,0.950000,1.064297,-0.077577,0.952192
892,500,500,8.000000,4.500000,1.000000,1.027470,-0.015011,0.951928
893,500,500,9.000000,5.000000,0.100000,3.668524,-4.943649,0.994324
894,500,500,9.000000,5.000000,0.150000,2.989885,-3.654502,0.983743
895,500,500,9.000000,5.000000,0.200000,2.577396,-2.868283,0.971539
896,500,500,9.000000,5.000000,0.250000,2.302516,-2.342846,0.965689
897,500,500,9.000000,5.000000,0.300000,2.091732,-1.951198,0.957059
898,500,500,9.000000,5.000000,0.350000,1.928939,-1.644168,0.955241
899,500,500,9.000000,5.000000,0.400000,1.795589,-1.393796,0.949667
900,500,500,9.000000,5.000000,0.450000,1.683626,-1.185294,0.948311
901,500,500,9.000000,5.000000,0.500000,1.585905,-1.004205,0.945761
902,500,500,9.000000,5.000000,0.550000,1.501440,-0.850674,0.942833
903,500,500,9.000000,5.000000,0.600000,1.427395,-0.715043,0.940253
904,500,500,9.000000,5.000000,0.650000,1.360667,-0.595404,0.940759
905,500,500,9.000000,5.000000,0.700000,1.302990,-0.489790,0.938159
906,500,500,9.000000,5.000000,0.750000,1.247753,-0.391945,0.939151
907,500,500,9.000000,5.000000,0.800000,1.197283,-0.302483,0.936771
908,500,500,9.000000,5.000000,0.850000,1.150405,-0.221479,0.935945
909,500,500,9.000000,5.000000,0.900000,1.109537,-0.149735,0.935987
910,500,500,9.000000,5.000000,0.950000,1.069256,-0.081206,0.935915
911,500,500,9.000000,5.000000,1.000000,1.031164,-0.017110,0.934840
912,500,500,10.000000,5.500000,0.100000,3.743748,-5.059857,0.987019
913,500,500,10.000000,5.500000,0.150000,3.025343,-3.701857,0.972067
914,500,500,10.000000,5.500000,0.200000,2.612174,-2.916518,0.957134
915,500,500,10.000000,5.500000,0.250000,2.316312,-2.365927,0.945660
916,500,500,10.000000,5.500000,0.300000,2.107265,-1.968182,0.937768
917,500,500,10.000000,5.500000,0.350000,1.940529,-1.658491,0.934524
918,500,500,10.000000,5.500000,0.400000,1.803575,-1.403479,0.931017
919,500,500,10.000000,5.500000,0.450000,1.690209,-1.192172,0.928611
920,500,500,10.000000,5.500000,0.500000,1.589125,-1.008043,0.924714
921,500,500,10.000000,5.500000,0.550000,1.509470,-0.858145,0.922555
922,500,500,10.000000,5.500000,0.600000,1.438301,-0.727379,0.921223
923,500,500,10.000000,5.500000,0.650000,1.368902,-0.602957,0.920614
924,500,500,10.000000,5.500000,0.700000,1.309930,-0.494744,0.919913
925,500,500,10.000000,5.500000,0.750000,1.256132,-0.399655,0.918700
926,500,500,10.000000,5.500000,0.800000,1.204271,-0.309165,0.919173
927,500,500,10.000000,5.500000,0.850000,1.157644,-0.227602,0.918598
928,500,500,10.000000,5.500000,0.900000,1.112087,-0.150403,0.917441
929,500,500,10.000000,5.500000,0.950000,1.072699,-0.083238,0.917468
930,500,500,10.000000,5.500000,1.000000,1.035327,-0.019653,0.915950
931,500,500,11.000000,6.000000,0.100000,3.756802,-5.079360,0.977063
932,500,500,11.000000,6.000000,0.150000,3.053699,-3.742692,0.957668
933,500,500,11.000000,6.000000,0.200000,2.615168,-2.920108,0.940204
934,500,500,11.000000,6.000000,0.250000,2.330106,-2.381086,0.927909
935,500,500,11.000000,6.000000,0.300000,2.120706,-1.984397,0.917312
936,500,500,11.000000,6.000000,0.350000,1.958515,-1.678461,0.913525
937,500,500,11.000000,6.000000,0.400000,1.820498,-1.421306,0.906694
938,500,500,11.000000,6.000000,0.450000,1.700783,-1.203384,0.905812
939,500,500,11.000000,6.000000,0.500000,1.603991,-1.024342,0.902801
940,500,500,11.000000,6.000000,0.550000,1.516810,-0.865619,0.899769
941,500,500,11.000000,6.000000,0.600000,1.440292,-0.726467,0.900830
942,500,500,11.000000,6.000000,0.650000,1.373224,-0.605238,0.900745
943,500,500,11.000000,6.000000,0.700000,1.315451,-0.499677,0.898535
944,500,500,11.000000,6.000000,0.750000,1.257002,-0.398645,0.898782
945,500,500,11.000000,6.000000,0.800000,1.208512,-0.312236,0.897268
946,500,500,11.000000,6.000000,0.850000,1.162081,-0.230455,0.897068
947,500,500,11.000000,6.000000,0.900000,1.118785,-0.155864,0.897123
948,500,500,11.000000,6.000000,0.950000,1.077359,-0.086238,0.897081
949,500,500,11.000000,6.000000,1.000000,1.039167,-0.021953,0.895693
