,m,n,snr,p,nsspecfit_slope,nsspecfit_intercept,nsspecfit_r2
1379,400,500,13.000000,0.650000,1.313936,-0.528726,0.999849
1380,400,500,13.000000,0.700000,1.258008,-0.432360,0.999867
1381,400,500,13.000000,0.750000,1.208321,-0.345318,0.999884
1382,400,500,13.000000,0.800000,1.158940,-0.263523,0.999878
1383,400,500,13.000000,0.850000,1.115808,-0.191132,0.999903
1384,400,500,13.000000,0.900000,1.074869,-0.123215,0.999911
1385,400,500,13.000000,0.950000,1.036865,-0.059687,0.999923
1386,400,500,13.000000,1.000000,1.003324,-0.001260,0.999965
1387,400,500,14.000000,0.100000,3.561956,-4.547172,0.998630
1388,400,500,14.000000,0.150000,2.886662,-3.321539,0.999051
1389,400,500,14.000000,0.200000,2.490271,-2.617460,0.999345
1390,400,500,14.000000,0.250000,2.212634,-2.120010,0.999441
1391,400,500,14.000000,0.300000,2.011966,-1.761579,0.999618
1392,400,500,14.000000,0.350000,1.858376,-1.482914,0.999640
1393,400,500,14.000000,0.400000,1.726210,-1.253096,0.999751
1394,400,500,14.000000,0.450000,1.617263,-1.058537,0.999781
1395,400,500,14.000000,0.500000,1.523561,-0.895974,0.999807
1396,400,500,14.000000,0.550000,1.446136,-0.758501,0.999810
1397,400,500,14.000000,0.600000,1.376655,-0.637734,0.999839
1398,400,500,14.000000,0.650000,1.316711,-0.532242,0.999843
1399,400,500,14.000000,0.700000,1.257636,-0.431984,0.999869
1400,400,500,14.000000,0.750000,1.205147,-0.341526,0.999881
1401,400,500,14.000000,0.800000,1.159181,-0.263851,0.999875
1402,400,500,14.000000,0.850000,1.114435,-0.189345,0.999898
1403,400,500,14.000000,0.900000,1.073925,-0.121934,0.999912
1404,400,500,14.000000,0.950000,1.037383,-0.059987,0.999932
1405,400,500,14.000000,1.000000,1.003223,-0.001192,0.999966
1406,400,500,15.000000,0.100000,3.592478,-4.581414,0.998380
1407,400,500,15.000000,0.150000,2.872323,-3.308320,0.999117
1408,400,500,15.000000,0.200000,2.477509,-2.602698,0.999442
1409,400,500,15.000000,0.250000,2.214072,-2.121652,0.999520
1410,400,500,15.000000,0.300000,2.004926,-1.752024,0.999599
1411,400,500,15.000000,0.350000,1.851948,-1.476359,0.999707
1412,400,500,15.000000,0.400000,1.729175,-1.258372,0.999723
1413,400,500,15.000000,0.450000,1.616257,-1.058624,0.999757
1414,400,500,15.000000,0.500000,1.526633,-0.898644,0.999776
1415,400,500,15.000000,0.550000,1.448662,-0.760920,0.999784
1416,400,500,15.000000,0.600000,1.378693,-0.640359,0.999836
1417,400,500,15.000000,0.650000,1.314961,-0.529317,0.999871
1418,400,500,15.000000,0.700000,1.258061,-0.431251,0.999872
1419,400,500,15.000000,0.750000,1.206885,-0.344230,0.999869
1420,400,500,15.000000,0.800000,1.158958,-0.263563,0.999890
1421,400,500,15.000000,0.850000,1.115033,-0.190232,0.999900
1422,400,500,15.000000,0.900000,1.073987,-0.122067,0.999911
1423,400,500,15.000000,0.950000,1.037210,-0.059851,0.999917
1424,400,500,15.000000,1.000000,1.003252,-0.001158,0.999968
1425,400,500,16.000000,0.100000,3.576906,-4.560620,0.998354
1426,400,500,16.000000,0.150000,2.873470,-3.311443,0.999240
1427,400,500,16.000000,0.200000,2.473299,-2.594613,0.999469
1428,400,500,16.000000,0.250000,2.214265,-2.121122,0.999425
1429,400,500,16.000000,0.300000,2.002097,-1.747548,0.999656
1430,400,500,16.000000,0.350000,1.852541,-1.477654,0.999708
1431,400,500,16.000000,0.400000,1.724914,-1.251459,0.999709
1432,400,500,16.000000,0.450000,1.613835,-1.056983,0.999754
1433,400,500,16.000000,0.500000,1.528789,-0.902699,0.999770
1434,400,500,16.000000,0.550000,1.448782,-0.760437,0.999807
1435,400,500,16.000000,0.600000,1.375261,-0.634990,0.999846
1436,400,500,16.000000,0.650000,1.315202,-0.530085,0.999860
1437,400,500,16.000000,0.700000,1.258400,-0.431820,0.999885
1438,400,500,16.000000,0.750000,1.206650,-0.343037,0.999881
1439,400,500,16.000000,0.800000,1.160704,-0.266245,0.999893
1440,400,500,16.000000,0.850000,1.115066,-0.189909,0.999904
1441,400,500,16.000000,0.900000,1.074686,-0.122731,0.999913
1442,400,500,16.000000,0.950000,1.036660,-0.059458,0.999931
1443,400,500,16.000000,1.000000,1.003216,-0.001145,0.999966
1444,400,500,17.000000,0.100000,3.592844,-4.586550,0.998522
1445,400,500,17.000000,0.150000,2.907521,-3.355727,0.999008
1446,400,500,17.000000,0.200000,2.472711,-2.593282,0.999304
1447,400,500,17.000000,0.250000,2.213266,-2.121708,0.999541
1448,400,500,17.000000,0.300000,2.012068,-1.760500,0.999621
1449,400,500,17.000000,0.350000,1.849389,-1.473314,0.999707
1450,400,500,17.000000,0.400000,1.721416,-1.245889,0.999728
1451,400,500,17.000000,0.450000,1.619493,-1.063420,0.999746
1452,400,500,17.000000,0.500000,1.529354,-0.902267,0.999799
1453,400,500,17.000000,0.550000,1.448604,-0.762034,0.999828
1454,400,500,17.000000,0.600000,1.378395,-0.639359,0.999851
1455,400,500,17.000000,0.650000,1.316045,-0.530243,0.999869
1456,400,500,17.000000,0.700000,1.257616,-0.430306,0.999865
1457,400,500,17.000000,0.750000,1.207002,-0.344099,0.999884
1458,400,500,17.000000,0.800000,1.158667,-0.263644,0.999894
1459,400,500,17.000000,0.850000,1.115128,-0.190467,0.999889
1460,400,500,17.000000,0.900000,1.074482,-0.122791,0.999908
1461,400,500,17.000000,0.950000,1.036715,-0.059620,0.999926
1462,400,500,17.000000,1.000000,1.003337,-0.001264,0.999966
1463,400,500,18.000000,0.100000,3.564609,-4.545417,0.998670
1464,400,500,18.000000,0.150000,2.905789,-3.358749,0.999089
1465,400,500,18.000000,0.200000,2.479913,-2.599117,0.999424
1466,400,500,18.000000,0.250000,2.210544,-2.116838,0.999553
1467,400,500,18.000000,0.300000,2.001493,-1.745750,0.999652
1468,400,500,18.000000,0.350000,1.846291,-1.468661,0.999687
1469,400,500,18.000000,0.400000,1.726263,-1.251217,0.999691
1470,400,500,18.000000,0.450000,1.619732,-1.063767,0.999762
1471,400,500,18.000000,0.500000,1.528659,-0.901402,0.999781
1472,400,500,18.000000,0.550000,1.446217,-0.759820,0.999824
1473,400,500,18.000000,0.600000,1.379889,-0.640653,0.999844
1474,400,500,18.000000,0.650000,1.314191,-0.528227,0.999844
1475,400,500,18.000000,0.700000,1.258722,-0.433536,0.999872
1476,400,500,18.000000,0.750000,1.208107,-0.345416,0.999880
1477,400,500,18.000000,0.800000,1.159110,-0.263249,0.999884
1478,400,500,18.000000,0.850000,1.114690,-0.189434,0.999894
1479,400,500,18.000000,0.900000,1.074300,-0.122316,0.999915
1480,400,500,18.000000,0.950000,1.036919,-0.059572,0.999923
1481,400,500,18.000000,1.000000,1.003296,-0.001246,0.999965
1482,400,500,19.000000,0.100000,3.578636,-4.560574,0.998642
1483,400,500,19.000000,0.150000,2.907710,-3.358490,0.999056
1484,400,500,19.000000,0.200000,2.478907,-2.600233,0.999428
1485,400,500,19.000000,0.250000,2.208001,-2.114160,0.999468
1486,400,500,19.000000,0.300000,2.013611,-1.764609,0.999544
1487,400,500,19.000000,0.350000,1.856266,-1.482339,0.999668
1488,400,500,19.000000,0.400000,1.724478,-1.249252,0.999731
1489,400,500,19.000000,0.450000,1.616221,-1.059970,0.999771
1490,400,500,19.000000,0.500000,1.526408,-0.899393,0.999754
1491,400,500,19.000000,0.550000,1.445308,-0.757637,0.999819
1492,400,500,19.000000,0.600000,1.381228,-0.642686,0.999827
1493,400,500,19.000000,0.650000,1.316089,-0.530644,0.999857
1494,400,500,19.000000,0.700000,1.260001,-0.433407,0.999884
1495,400,500,19.000000,0.750000,1.207628,-0.344528,0.999882
1496,400,500,19.000000,0.800000,1.159360,-0.263952,0.999885
1497,400,500,19.000000,0.850000,1.116200,-0.191637,0.999908
1498,400,500,19.000000,0.900000,1.073852,-0.122170,0.999909
1499,400,500,19.000000,0.950000,1.036157,-0.058906,0.999924
1500,400,500,19.000000,1.000000,1.003189,-0.001095,0.999967
1501,400,500,20.000000,0.100000,3.593389,-4.588306,0.998672
1502,400,500,20.000000,0.150000,2.876308,-3.307466,0.999112
1503,400,500,20.000000,0.200000,2.492813,-2.619788,0.999462
1504,400,500,20.000000,0.250000,2.211824,-2.118941,0.999496
1505,400,500,20.000000,0.300000,2.012698,-1.763681,0.999589
1506,400,500,20.000000,0.350000,1.854217,-1.479583,0.999706
1507,400,500,20.000000,0.400000,1.727054,-1.253840,0.999719
1508,400,500,20.000000,0.450000,1.617980,-1.060694,0.999771
1509,400,500,20.000000,0.500000,1.530400,-0.904148,0.999793
1510,400,500,20.000000,0.550000,1.448607,-0.761878,0.999837
1511,400,500,20.000000,0.600000,1.377202,-0.637098,0.999849
1512,400,500,20.000000,0.650000,1.313434,-0.527462,0.999841
1513,400,500,20.000000,0.700000,1.258017,-0.431827,0.999870
1514,400,500,20.000000,0.750000,1.205951,-0.342924,0.999886
1515,400,500,20.000000,0.800000,1.158223,-0.262805,0.999888
1516,400,500,20.000000,0.850000,1.115472,-0.190421,0.999903
1517,400,500,20.000000,0.900000,1.075091,-0.123340,0.999913
1518,400,500,20.000000,0.950000,1.037418,-0.060149,0.999928
1519,400,500,20.000000,1.000000,1.003341,-0.001287,0.999968
1520,500,500,1.000000,0.100000,3.386096,-4.528766,0.998940
1521,500,500,1.000000,0.150000,2.785536,-3.364626,0.999395
1522,500,500,1.000000,0.200000,2.415701,-2.656162,0.999474
1523,500,500,1.000000,0.250000,2.180179,-2.194952,0.999664
1524,500,500,1.000000,0.300000,1.981280,-1.820063,0.999707
1525,500,500,1.000000,0.350000,1.835622,-1.538432,0.999788
1526,500,500,1.000000,0.400000,1.710388,-1.300103,0.999807
1527,500,500,1.000000,0.450000,1.609636,-1.109259,0.999843
1528,500,500,1.000000,0.500000,1.520444,-0.940896,0.999845
1529,500,500,1.000000,0.550000,1.440040,-0.793053,0.999855
1530,500,500,1.000000,0.600000,1.374655,-0.668973,0.999868
1531,500,500,1.000000,0.650000,1.310578,-0.553194,0.999887
1532,500,500,1.000000,0.700000,1.257908,-0.453490,0.999887
1533,500,500,1.000000,0.750000,1.205575,-0.360008,0.999907
1534,500,500,1.000000,0.800000,1.157305,-0.274246,0.999915
1535,500,500,1.000000,0.850000,1.113922,-0.196586,0.999936
1536,500,500,1.000000,0.900000,1.075647,-0.127904,0.999941
1537,500,500,1.000000,0.950000,1.037438,-0.061892,0.999950
1538,500,500,1.000000,1.000000,1.001317,-0.000444,0.999989
1539,500,500,2.000000,0.100000,3.399385,-4.548988,0.998886
1540,500,500,2.000000,0.150000,2.806524,-3.397641,0.999480
1541,500,500,2.000000,0.200000,2.424620,-2.668481,0.999526
1542,500,500,2.000000,0.250000,2.174952,-2.186808,0.999636
1543,500,500,2.000000,0.300000,1.988114,-1.825025,0.999696
1544,500,500,2.000000,0.350000,1.836122,-1.536745,0.999753
1545,500,500,2.000000,0.400000,1.713133,-1.302177,0.999772
1546,500,500,2.000000,0.450000,1.605786,-1.101908,0.999810
1547,500,500,2.000000,0.500000,1.523976,-0.944299,0.999839
1548,500,500,2.000000,0.550000,1.446664,-0.799545,0.999845
1549,500,500,2.000000,0.600000,1.375741,-0.670032,0.999859
1550,500,500,2.000000,0.650000,1.315116,-0.555859,0.999893
1551,500,500,2.000000,0.700000,1.257054,-0.451572,0.999892
1552,500,500,2.000000,0.750000,1.206886,-0.359776,0.999889
1553,500,500,2.000000,0.800000,1.161260,-0.277010,0.999910
1554,500,500,2.000000,0.850000,1.117458,-0.199431,0.999919
1555,500,500,2.000000,0.900000,1.076081,-0.127668,0.999934
1556,500,500,2.000000,0.950000,1.038492,-0.062094,0.999949
1557,500,500,2.000000,1.000000,1.002415,-0.000797,0.999980
1558,500,500,3.000000,0.100000,3.415946,-4.572863,0.998988
1559,500,500,3.000000,0.150000,2.819350,-3.413236,0.999344
1560,500,500,3.000000,0.200000,2.446619,-2.698526,0.999483
1561,500,500,3.000000,0.250000,2.194976,-2.212330,0.999661
1562,500,500,3.000000,0.300000,1.991561,-1.829142,0.999716
1563,500,500,3.000000,0.350000,1.849836,-1.554921,0.999747
1564,500,500,3.000000,0.400000,1.717973,-1.309106,0.999765
1565,500,500,3.000000,0.450000,1.615827,-1.114054,0.999813
1566,500,500,3.000000,0.500000,1.524925,-0.945581,0.999828
1567,500,500,3.000000,0.550000,1.445335,-0.795905,0.999853
1568,500,500,3.000000,0.600000,1.377151,-0.670189,0.999870
1569,500,500,3.000000,0.650000,1.316176,-0.557156,0.999887
1570,500,500,3.000000,0.700000,1.261254,-0.455944,0.999890
1571,500,500,3.000000,0.750000,1.207398,-0.359940,0.999911
1572,500,500,3.000000,0.800000,1.161658,-0.277469,0.999917
1573,500,500,3.000000,0.850000,1.117276,-0.199119,0.999926
1574,500,500,3.000000,0.900000,1.076500,-0.127631,0.999935
1575,500,500,3.000000,0.950000,1.038799,-0.062154,0.999945
1576,500,500,3.000000,1.000000,1.002543,-0.000790,0.999978
1577,500,500,4.000000,0.100000,3.471440,-4.654343,0.998982
1578,500,500,4.000000,0.150000,2.841835,-3.448233,0.999196
1579,500,500,4.000000,0.200000,2.459086,-2.714367,0.999546
1580,500,500,4.000000,0.250000,2.194166,-2.211867,0.999575
1581,500,500,4.000000,0.300000,1.993676,-1.833317,0.999724
1582,500,500,4.000000,0.350000,1.843979,-1.545503,0.999755
1583,500,500,4.000000,0.400000,1.718857,-1.308822,0.999779
1584,500,500,4.000000,0.450000,1.615122,-1.113199,0.999804
1585,500,500,4.000000,0.500000,1.526733,-0.945907,0.999844
1586,500,500,4.000000,0.550000,1.446049,-0.799430,0.999859
1587,500,500,4.000000,0.600000,1.373980,-0.666674,0.999891
1588,500,500,4.000000,0.650000,1.315092,-0.555803,0.999869
1589,500,500,4.000000,0.700000,1.258107,-0.452633,0.999900
1590,500,500,4.000000,0.750000,1.207026,-0.360113,0.999913
1591,500,500,4.000000,0.800000,1.161389,-0.277256,0.999922
1592,500,500,4.000000,0.850000,1.116624,-0.198374,0.999928
1593,500,500,4.000000,0.900000,1.077340,-0.128828,0.999935
1594,500,500,4.000000,0.950000,1.039202,-0.062786,0.999947
1595,500,500,4.000000,1.000000,1.002691,-0.000925,0.999978
1596,500,500,5.000000,0.100000,3.466379,-4.648234,0.998845
1597,500,500,5.000000,0.150000,2.831741,-3.430170,0.999272
1598,500,500,5.000000,0.200000,2.449915,-2.701882,0.999439
1599,500,500,5.000000,0.250000,2.190712,-2.204261,0.999621
1600,500,500,5.000000,0.300000,1.999674,-1.840684,0.999687
1601,500,500,5.000000,0.350000,1.841156,-1.542182,0.999746
1602,500,500,5.000000,0.400000,1.719054,-1.307234,0.999788
1603,500,500,5.000000,0.450000,1.613688,-1.110364,0.999790
1604,500,500,5.000000,0.500000,1.524149,-0.944336,0.999805
1605,500,500,5.000000,0.550000,1.446827,-0.797675,0.999838
1606,500,500,5.000000,0.600000,1.378899,-0.672079,0.999869
1607,500,500,5.000000,0.650000,1.315509,-0.555347,0.999875
1608,500,500,5.000000,0.700000,1.259228,-0.452681,0.999901
1609,500,500,5.000000,0.750000,1.206900,-0.359940,0.999897
1610,500,500,5.000000,0.800000,1.160530,-0.276065,0.999916
1611,500,500,5.000000,0.850000,1.116254,-0.198426,0.999919
1612,500,500,5.000000,0.900000,1.076819,-0.128019,0.999939
1613,500,500,5.000000,0.950000,1.038490,-0.062194,0.999947
1614,500,500,5.000000,1.000000,1.002665,-0.000864,0.999977
1615,500,500,6.000000,0.100000,3.549848,-4.770354,0.998904
1616,500,500,6.000000,0.150000,2.849163,-3.453549,0.999375
1617,500,500,6.000000,0.200000,2.459823,-2.713376,0.999445
1618,500,500,6.000000,0.250000,2.196431,-2.212509,0.999616
1619,500,500,6.000000,0.300000,1.999321,-1.838297,0.999693
1620,500,500,6.000000,0.350000,1.847859,-1.551875,0.999768
1621,500,500,6.000000,0.400000,1.716881,-1.305566,0.999740
1622,500,500,6.000000,0.450000,1.618462,-1.117349,0.999826
1623,500,500,6.000000,0.500000,1.526210,-0.945349,0.999823
1624,500,500,6.000000,0.550000,1.446814,-0.798146,0.999843
1625,500,500,6.000000,0.600000,1.380436,-0.673554,0.999869
1626,500,500,6.000000,0.650000,1.315800,-0.556650,0.999886
1627,500,500,6.000000,0.700000,1.260159,-0.454450,0.999889
1628,500,500,6.000000,0.750000,1.208577,-0.361264,0.999894
1629,500,500,6.000000,0.800000,1.160642,-0.275552,0.999916
1630,500,500,6.000000,0.850000,1.117551,-0.199613,0.999914
1631,500,500,6.000000,0.900000,1.075574,-0.126914,0.999943
1632,500,500,6.000000,0.950000,1.038342,-0.062087,0.999946
1633,500,500,6.000000,1.000000,1.002592,-0.000773,0.999978
1634,500,500,7.000000,0.100000,3.515912,-4.718516,0.998951
1635,500,500,7.000000,0.150000,2.856866,-3.465513,0.999331
1636,500,500,7.000000,0.200000,2.458776,-2.712963,0.999534
1637,500,500,7.000000,0.250000,2.198913,-2.216279,0.999628
1638,500,500,7.000000,0.300000,1.999419,-1.840051,0.999670
1639,500,500,7.000000,0.350000,1.852105,-1.556468,0.999758
1640,500,500,7.000000,0.400000,1.722065,-1.312465,0.999753
1641,500,500,7.000000,0.450000,1.621660,-1.120868,0.999807
1642,500,500,7.000000,0.500000,1.527018,-0.947194,0.999841
1643,500,500,7.000000,0.550000,1.448119,-0.799021,0.999838
1644,500,500,7.000000,0.600000,1.378504,-0.670582,0.999864
1645,500,500,7.000000,0.650000,1.315016,-0.555200,0.999886
1646,500,500,7.000000,0.700000,1.259774,-0.454113,0.999894
1647,500,500,7.000000,0.750000,1.207280,-0.359986,0.999917
1648,500,500,7.000000,0.800000,1.160676,-0.275703,0.999916
1649,500,500,7.000000,0.850000,1.116971,-0.198995,0.999918
1650,500,500,7.000000,0.900000,1.076925,-0.128169,0.999932
1651,500,500,7.000000,0.950000,1.038653,-0.062310,0.999942
1652,500,500,7.000000,1.000000,1.002628,-0.000797,0.999979
1653,500,500,8.000000,0.100000,3.514949,-4.717139,0.998888
1654,500,500,8.000000,0.150000,2.850907,-3.458577,0.999321
1655,500,500,8.000000,0.200000,2.473875,-2.731564,0.999451
1656,500,500,8.000000,0.250000,2.198807,-2.217652,0.999609
1657,500,500,8.000000,0.300000,2.005658,-1.846432,0.999657
1658,500,500,8.000000,0.350000,1.851390,-1.554654,0.999730
1659,500,500,8.000000,0.400000,1.720073,-1.309278,0.999764
1660,500,500,8.000000,0.450000,1.618443,-1.115931,0.999778
1661,500,500,8.000000,0.500000,1.527553,-0.947076,0.999798
1662,500,500,8.000000,0.550000,1.449798,-0.802420,0.999825
1663,500,500,8.000000,0.600000,1.376819,-0.669356,0.999874
1664,500,500,8.000000,0.650000,1.317280,-0.558451,0.999880
1665,500,500,8.000000,0.700000,1.259138,-0.452745,0.999889
1666,500,500,8.000000,0.750000,1.208812,-0.361748,0.999906
1667,500,500,8.000000,0.800000,1.161414,-0.277021,0.999902
1668,500,500,8.000000,0.850000,1.118357,-0.200235,0.999927
1669,500,500,8.000000,0.900000,1.077725,-0.129264,0.999934
1670,500,500,8.000000,0.950000,1.038446,-0.061760,0.999936
1671,500,500,8.000000,1.000000,1.002577,-0.000730,0.999978
1672,500,500,9.000000,0.100000,3.517586,-4.721509,0.998980
1673,500,500,9.000000,0.150000,2.863719,-3.480443,0.999442
1674,500,500,9.000000,0.200000,2.473046,-2.732328,0.999383
1675,500,500,9.000000,0.250000,2.213099,-2.231623,0.999581
1676,500,500,9.000000,0.300000,2.006142,-1.847725,0.999727
1677,500,500,9.000000,0.350000,1.849075,-1.552221,0.999762
1678,500,500,9.000000,0.400000,1.725219,-1.316454,0.999769
1679,500,500,9.000000,0.450000,1.618944,-1.117705,0.999822
1680,500,500,9.000000,0.500000,1.529285,-0.948911,0.999825
1681,500,500,9.000000,0.550000,1.447558,-0.800365,0.999830
1682,500,500,9.000000,0.600000,1.380525,-0.672640,0.999859
1683,500,500,9.000000,0.650000,1.316851,-0.557830,0.999875
1684,500,500,9.000000,0.700000,1.259842,-0.454678,0.999886
1685,500,500,9.000000,0.750000,1.207477,-0.360846,0.999894
1686,500,500,9.000000,0.800000,1.160519,-0.275825,0.999918
1687,500,500,9.000000,0.850000,1.116976,-0.198765,0.999928
1688,500,500,9.000000,0.900000,1.077208,-0.128497,0.999939
1689,500,500,9.000000,0.950000,1.039014,-0.062723,0.999945
1690,500,500,9.000000,1.000000,1.002603,-0.000771,0.999979
1691,500,500,10.000000,0.100000,3.548694,-4.766800,0.998980
1692,500,500,10.000000,0.150000,2.866147,-3.483548,0.999145
1693,500,500,10.000000,0.200000,2.473485,-2.732624,0.999500
1694,500,500,10.000000,0.250000,2.196636,-2.213677,0.999667
1695,500,500,10.000000,0.300000,2.005842,-1.846790,0.999675
1696,500,500,10.000000,0.350000,1.848516,-1.550943,0.999765
1697,500,500,10.000000,0.400000,1.723750,-1.316172,0.999783
1698,500,500,10.000000,0.450000,1.617363,-1.115212,0.999803
1699,500,500,10.000000,0.500000,1.525302,-0.944983,0.999822
1700,500,500,10.000000,0.550000,1.450365,-0.802635,0.999833
1701,500,500,10.000000,0.600000,1.381292,-0.675382,0.999860
1702,500,500,10.000000,0.650000,1.317762,-0.559291,0.999881
1703,500,500,10.000000,0.700000,1.260247,-0.453667,0.999895
1704,500,500,10.000000,0.750000,1.209950,-0.362807,0.999902
1705,500,500,10.000000,0.800000,1.162605,-0.278643,0.999916
1706,500,500,10.000000,0.850000,1.117815,-0.199593,0.999928
1707,500,500,10.000000,0.900000,1.076088,-0.127312,0.999938
1708,500,500,10.000000,0.950000,1.038711,-0.062251,0.999946
1709,500,500,10.000000,1.000000,1.002673,-0.000798,0.999977
1710,500,500,11.000000,0.100000,3.541553,-4.758401,0.998829
1711,500,500,11.000000,0.150000,2.857705,-3.466568,0.999366
1712,500,500,11.000000,0.200000,2.467834,-2.723669,0.999552
1713,500,500,11.000000,0.250000,2.201377,-2.219437,0.999647
1714,500,500,11.000000,0.300000,2.009087,-1.848706,0.999672
1715,500,500,11.000000,0.350000,1.850028,-1.551860,0.999742
1716,500,500,11.000000,0.400000,1.723120,-1.313243,0.999797
1717,500,500,11.000000,0.450000,1.617448,-1.116060,0.999801
1718,500,500,11.000000,0.500000,1.525894,-0.945730,0.999839
1719,500,500,11.000000,0.550000,1.446841,-0.799886,0.999857
1720,500,500,11.000000,0.600000,1.379004,-0.670775,0.999867
1721,500,500,11.000000,0.650000,1.315672,-0.555315,0.999888
1722,500,500,11.000000,0.700000,1.261712,-0.456349,0.999902
1723,500,500,11.000000,0.750000,1.208916,-0.361672,0.999897
1724,500,500,11.000000,0.800000,1.162581,-0.278005,0.999908
1725,500,500,11.000000,0.850000,1.119195,-0.200967,0.999918
1726,500,500,11.000000,0.900000,1.077070,-0.128420,0.999935
1727,500,500,11.000000,0.950000,1.038725,-0.062416,0.999949
1728,500,500,11.000000,1.000000,1.002635,-0.000855,0.999978
1729,500,500,12.000000,0.100000,3.527786,-4.734962,0.998786
1730,500,500,12.000000,0.150000,2.871066,-3.490045,0.999183
1731,500,500,12.000000,0.200000,2.468820,-2.725586,0.999438
1732,500,500,12.000000,0.250000,2.209926,-2.229571,0.999609
1733,500,500,12.000000,0.300000,2.005007,-1.845602,0.999709
1734,500,500,12.000000,0.350000,1.853674,-1.555879,0.999731
1735,500,500,12.000000,0.400000,1.724700,-1.316746,0.999793
1736,500,500,12.000000,0.450000,1.621364,-1.119129,0.999791
1737,500,500,12.000000,0.500000,1.527705,-0.946177,0.999844
1738,500,500,12.000000,0.550000,1.447534,-0.799177,0.999836
1739,500,500,12.000000,0.600000,1.378134,-0.669921,0.999870
1740,500,500,12.000000,0.650000,1.315061,-0.554477,0.999896
1741,500,500,12.000000,0.700000,1.261022,-0.455666,0.999901
1742,500,500,12.000000,0.750000,1.211332,-0.364652,0.999901
1743,500,500,12.000000,0.800000,1.160472,-0.275907,0.999910
1744,500,500,12.000000,0.850000,1.118354,-0.200208,0.999923
1745,500,500,12.000000,0.900000,1.077229,-0.128373,0.999935
1746,500,500,12.000000,0.950000,1.038608,-0.062192,0.999949
1747,500,500,12.000000,1.000000,1.002655,-0.000853,0.999980
1748,500,500,13.000000,0.100000,3.552112,-4.776269,0.998662
1749,500,500,13.000000,0.150000,2.871552,-3.488504,0.999298
1750,500,500,13.000000,0.200000,2.472840,-2.730044,0.999459
1751,500,500,13.000000,0.250000,2.215437,-2.238188,0.999615
1752,500,500,13.000000,0.300000,2.005293,-1.847988,0.999694
1753,500,500,13.000000,0.350000,1.851067,-1.555878,0.999773
1754,500,500,13.000000,0.400000,1.720246,-1.311526,0.999725
1755,500,500,13.000000,0.450000,1.617542,-1.115257,0.999809
1756,500,500,13.000000,0.500000,1.523601,-0.943289,0.999850
1757,500,500,13.000000,0.550000,1.448903,-0.801539,0.999859
1758,500,500,13.000000,0.600000,1.379137,-0.671650,0.999867
1759,500,500,13.000000,0.650000,1.317166,-0.556915,0.999861
1760,500,500,13.000000,0.700000,1.259498,-0.454024,0.999895
1761,500,500,13.000000,0.750000,1.209357,-0.362757,0.999913
1762,500,500,13.000000,0.800000,1.161234,-0.276410,0.999925
1763,500,500,13.000000,0.850000,1.117593,-0.199385,0.999925
1764,500,500,13.000000,0.900000,1.077760,-0.129061,0.999930
1765,500,500,13.000000,0.950000,1.038320,-0.062036,0.999950
1766,500,500,13.000000,1.000000,1.002608,-0.000796,0.999977
1767,500,500,14.000000,0.100000,3.546333,-4.770204,0.999020
1768,500,500,14.000000,0.150000,2.875571,-3.491094,0.999213
1769,500,500,14.000000,0.200000,2.476078,-2.739320,0.999492
1770,500,500,14.000000,0.250000,2.203967,-2.223200,0.999632
1771,500,500,14.000000,0.300000,2.006017,-1.850516,0.999701
1772,500,500,14.000000,0.350000,1.852301,-1.556179,0.999767
1773,500,500,14.000000,0.400000,1.722088,-1.311350,0.999806
1774,500,500,14.000000,0.450000,1.616292,-1.112673,0.999795
1775,500,500,14.000000,0.500000,1.527427,-0.946306,0.999834
1776,500,500,14.000000,0.550000,1.448609,-0.799832,0.999860
1777,500,500,14.000000,0.600000,1.376817,-0.668085,0.999869
1778,500,500,14.000000,0.650000,1.318652,-0.559590,0.999886
1779,500,500,14.000000,0.700000,1.259437,-0.453586,0.999896
1780,500,500,14.000000,0.750000,1.209662,-0.362227,0.999905
1781,500,500,14.000000,0.800000,1.161319,-0.276570,0.999916
1782,500,500,14.000000,0.850000,1.117237,-0.199280,0.999933
1783,500,500,14.000000,0.900000,1.077275,-0.128464,0.999934
1784,500,500,14.000000,0.950000,1.038814,-0.062490,0.999951
1785,500,500,14.000000,1.000000,1.002734,-0.000856,0.999978
1786,500,500,15.000000,0.100000,3.541877,-4.753789,0.998965
1787,500,500,15.000000,0.150000,2.863612,-3.475907,0.999243
1788,500,500,15.000000,0.200000,2.485048,-2.751748,0.999485
1789,500,500,15.000000,0.250000,2.204801,-2.223350,0.999617
1790,500,500,15.000000,0.300000,2.012094,-1.858314,0.999701
1791,500,500,15.000000,0.350000,1.855147,-1.561308,0.999727
1792,500,500,15.000000,0.400000,1.724266,-1.315802,0.999799
1793,500,500,15.000000,0.450000,1.618657,-1.117389,0.999784
1794,500,500,15.000000,0.500000,1.526302,-0.946360,0.999865
1795,500,500,15.000000,0.550000,1.446725,-0.797611,0.999843
1796,500,500,15.000000,0.600000,1.379707,-0.673008,0.999852
1797,500,500,15.000000,0.650000,1.316159,-0.555460,0.999881
1798,500,500,15.000000,0.700000,1.258340,-0.451938,0.999894
1799,500,500,15.000000,0.750000,1.208433,-0.361524,0.999903
1800,500,500,15.000000,0.800000,1.160886,-0.275856,0.999923
1801,500,500,15.000000,0.850000,1.118518,-0.200411,0.999924
