,m,n,snr,p,nsspecfit_slope,nsspecfit_intercept,nsspecfit_r2
0,100,500,1.000000,0.100000,3.401284,-3.442458,0.995520
1,100,500,1.000000,0.150000,2.755989,-2.550048,0.997047
2,100,500,1.000000,0.200000,2.383509,-2.027510,0.998030
3,100,500,1.000000,0.250000,2.092736,-1.634185,0.998349
4,100,500,1.000000,0.300000,1.932458,-1.404520,0.998525
5,100,500,1.000000,0.350000,1.778970,-1.190304,0.998876
6,100,500,1.000000,0.400000,1.666562,-1.031519,0.998720
7,100,500,1.000000,0.450000,1.539473,-0.865830,0.998577
8,100,500,1.000000,0.500000,1.453733,-0.743141,0.998837
9,100,500,1.000000,0.550000,1.384887,-0.641073,0.998880
10,100,500,1.000000,0.600000,1.316019,-0.537686,0.998859
11,100,500,1.000000,0.650000,1.269928,-0.459367,0.998847
12,100,500,1.000000,0.700000,1.218560,-0.380043,0.998526
13,100,500,1.000000,0.750000,1.170113,-0.300772,0.998881
14,100,500,1.000000,0.800000,1.132152,-0.233466,0.998906
15,100,500,1.000000,0.850000,1.096914,-0.171842,0.999092
16,100,500,1.000000,0.900000,1.068319,-0.115975,0.999110
17,100,500,1.000000,0.950000,1.036402,-0.057739,0.999233
18,100,500,1.000000,1.000000,1.010724,-0.007353,0.999590
19,100,500,2.000000,0.100000,3.495593,-3.548530,0.994807
20,100,500,2.000000,0.150000,2.800487,-2.592873,0.997013
21,100,500,2.000000,0.200000,2.413697,-2.056380,0.997636
22,100,500,2.000000,0.250000,2.165132,-1.704193,0.998128
23,100,500,2.000000,0.300000,1.961008,-1.427898,0.998390
24,100,500,2.000000,0.350000,1.802021,-1.212623,0.998595
25,100,500,2.000000,0.400000,1.670869,-1.032949,0.998766
26,100,500,2.000000,0.450000,1.560838,-0.883818,0.998708
27,100,500,2.000000,0.500000,1.472068,-0.759375,0.998860
28,100,500,2.000000,0.550000,1.394634,-0.649823,0.998691
29,100,500,2.000000,0.600000,1.333984,-0.552697,0.998826
30,100,500,2.000000,0.650000,1.274704,-0.464388,0.998898
31,100,500,2.000000,0.700000,1.225056,-0.382581,0.998731
32,100,500,2.000000,0.750000,1.173231,-0.303288,0.998872
33,100,500,2.000000,0.800000,1.135458,-0.236463,0.998944
34,100,500,2.000000,0.850000,1.096386,-0.169536,0.999017
35,100,500,2.000000,0.900000,1.071781,-0.119463,0.999099
36,100,500,2.000000,0.950000,1.039689,-0.061167,0.999172
37,100,500,2.000000,1.000000,1.011797,-0.007789,0.999565
38,100,500,3.000000,0.100000,3.489674,-3.543297,0.996100
39,100,500,3.000000,0.150000,2.884730,-2.683114,0.996316
40,100,500,3.000000,0.200000,2.476766,-2.116665,0.997374
41,100,500,3.000000,0.250000,2.174478,-1.715646,0.997610
42,100,500,3.000000,0.300000,1.952701,-1.415419,0.998495
43,100,500,3.000000,0.350000,1.814171,-1.225926,0.998301
44,100,500,3.000000,0.400000,1.673798,-1.037477,0.998910
45,100,500,3.000000,0.450000,1.582560,-0.905745,0.998823
46,100,500,3.000000,0.500000,1.471420,-0.758776,0.998894
47,100,500,3.000000,0.550000,1.397197,-0.649311,0.998723
48,100,500,3.000000,0.600000,1.337540,-0.557648,0.998867
49,100,500,3.000000,0.650000,1.268099,-0.457323,0.998832
50,100,500,3.000000,0.700000,1.219059,-0.376034,0.998957
51,100,500,3.000000,0.750000,1.175071,-0.305354,0.999056
52,100,500,3.000000,0.800000,1.131211,-0.231700,0.998870
53,100,500,3.000000,0.850000,1.105281,-0.178713,0.999024
54,100,500,3.000000,0.900000,1.066265,-0.113090,0.999045
55,100,500,3.000000,0.950000,1.039762,-0.061418,0.999176
56,100,500,3.000000,1.000000,1.009762,-0.005746,0.999619
57,100,500,4.000000,0.100000,3.711144,-3.788086,0.994581
58,100,500,4.000000,0.150000,2.874424,-2.667702,0.997131
59,100,500,4.000000,0.200000,2.446116,-2.089262,0.997310
60,100,500,4.000000,0.250000,2.168455,-1.711578,0.998158
61,100,500,4.000000,0.300000,1.957654,-1.424006,0.998677
62,100,500,4.000000,0.350000,1.818078,-1.228238,0.998618
63,100,500,4.000000,0.400000,1.679041,-1.040948,0.998616
64,100,500,4.000000,0.450000,1.578424,-0.901902,0.998590
65,100,500,4.000000,0.500000,1.468736,-0.752858,0.998930
66,100,500,4.000000,0.550000,1.393554,-0.644780,0.998531
67,100,500,4.000000,0.600000,1.333183,-0.553357,0.998726
68,100,500,4.000000,0.650000,1.275754,-0.464834,0.998812
69,100,500,4.000000,0.700000,1.215649,-0.373650,0.998776
70,100,500,4.000000,0.750000,1.176848,-0.306895,0.998905
71,100,500,4.000000,0.800000,1.139915,-0.241639,0.999080
72,100,500,4.000000,0.850000,1.105442,-0.179217,0.999017
73,100,500,4.000000,0.900000,1.072825,-0.119784,0.998964
74,100,500,4.000000,0.950000,1.040271,-0.061218,0.999165
75,100,500,4.000000,1.000000,1.010392,-0.006165,0.999500
76,100,500,5.000000,0.100000,3.619924,-3.680782,0.994449
77,100,500,5.000000,0.150000,2.931660,-2.735720,0.996924
78,100,500,5.000000,0.200000,2.494564,-2.141619,0.997418
79,100,500,5.000000,0.250000,2.189112,-1.732750,0.997871
80,100,500,5.000000,0.300000,1.975879,-1.442982,0.998422
81,100,500,5.000000,0.350000,1.817572,-1.228516,0.998722
82,100,500,5.000000,0.400000,1.677117,-1.038527,0.998590
83,100,500,5.000000,0.450000,1.577314,-0.899846,0.998647
84,100,500,5.000000,0.500000,1.478044,-0.764787,0.998782
85,100,500,5.000000,0.550000,1.400463,-0.651548,0.999034
86,100,500,5.000000,0.600000,1.341388,-0.559851,0.998793
87,100,500,5.000000,0.650000,1.273030,-0.461603,0.998953
88,100,500,5.000000,0.700000,1.223024,-0.381323,0.998725
89,100,500,5.000000,0.750000,1.181847,-0.311537,0.998870
90,100,500,5.000000,0.800000,1.136972,-0.237566,0.998888
91,100,500,5.000000,0.850000,1.109194,-0.182756,0.998999
92,100,500,5.000000,0.900000,1.070948,-0.117678,0.999007
93,100,500,5.000000,0.950000,1.038632,-0.059573,0.999179
94,100,500,5.000000,1.000000,1.010684,-0.006431,0.999551
95,100,500,6.000000,0.100000,3.612602,-3.660469,0.995671
96,100,500,6.000000,0.150000,2.922858,-2.717241,0.996923
97,100,500,6.000000,0.200000,2.475301,-2.118939,0.997642
98,100,500,6.000000,0.250000,2.199586,-1.741536,0.998077
99,100,500,6.000000,0.300000,1.985267,-1.448725,0.998253
100,100,500,6.000000,0.350000,1.816824,-1.223696,0.998686
101,100,500,6.000000,0.400000,1.680672,-1.043238,0.998683
102,100,500,6.000000,0.450000,1.559248,-0.884951,0.998837
103,100,500,6.000000,0.500000,1.463000,-0.748877,0.998685
104,100,500,6.000000,0.550000,1.397848,-0.652003,0.998760
105,100,500,6.000000,0.600000,1.328651,-0.548843,0.998626
106,100,500,6.000000,0.650000,1.274903,-0.464261,0.998858
107,100,500,6.000000,0.700000,1.228750,-0.387528,0.998957
108,100,500,6.000000,0.750000,1.181312,-0.311243,0.998823
109,100,500,6.000000,0.800000,1.134055,-0.234853,0.999012
110,100,500,6.000000,0.850000,1.101085,-0.174506,0.998984
111,100,500,6.000000,0.900000,1.067299,-0.113902,0.999175
112,100,500,6.000000,0.950000,1.040346,-0.061475,0.999121
113,100,500,6.000000,1.000000,1.011613,-0.007466,0.999576
114,100,500,7.000000,0.100000,3.738699,-3.813347,0.994057
115,100,500,7.000000,0.150000,3.007756,-2.818893,0.996251
116,100,500,7.000000,0.200000,2.480319,-2.119122,0.997895
117,100,500,7.000000,0.250000,2.194643,-1.735345,0.998170
118,100,500,7.000000,0.300000,1.983535,-1.446220,0.998760
119,100,500,7.000000,0.350000,1.812114,-1.219762,0.998375
120,100,500,7.000000,0.400000,1.681994,-1.042453,0.998909
121,100,500,7.000000,0.450000,1.576667,-0.898376,0.998672
122,100,500,7.000000,0.500000,1.480102,-0.766799,0.998996
123,100,500,7.000000,0.550000,1.403789,-0.653939,0.998853
124,100,500,7.000000,0.600000,1.336811,-0.557251,0.998848
125,100,500,7.000000,0.650000,1.278520,-0.467320,0.998878
126,100,500,7.000000,0.700000,1.221995,-0.380205,0.998864
127,100,500,7.000000,0.750000,1.179259,-0.308645,0.998908
128,100,500,7.000000,0.800000,1.140942,-0.241466,0.998966
129,100,500,7.000000,0.850000,1.101950,-0.176446,0.998988
130,100,500,7.000000,0.900000,1.072776,-0.119915,0.999040
131,100,500,7.000000,0.950000,1.037425,-0.058603,0.999173
132,100,500,7.000000,1.000000,1.011046,-0.006879,0.999619
133,100,500,8.000000,0.100000,3.731721,-3.798996,0.995790
134,100,500,8.000000,0.150000,2.967180,-2.765673,0.997067
135,100,500,8.000000,0.200000,2.470248,-2.114475,0.997711
136,100,500,8.000000,0.250000,2.196877,-1.733223,0.998252
137,100,500,8.000000,0.300000,1.982585,-1.446300,0.998422
138,100,500,8.000000,0.350000,1.826415,-1.236391,0.998475
139,100,500,8.000000,0.400000,1.686167,-1.046162,0.998598
140,100,500,8.000000,0.450000,1.584557,-0.908761,0.998884
141,100,500,8.000000,0.500000,1.485525,-0.770972,0.998798
142,100,500,8.000000,0.550000,1.409317,-0.662094,0.998819
143,100,500,8.000000,0.600000,1.340922,-0.560866,0.998853
144,100,500,8.000000,0.650000,1.276909,-0.465601,0.998923
145,100,500,8.000000,0.700000,1.231137,-0.389470,0.998870
146,100,500,8.000000,0.750000,1.179567,-0.309894,0.998912
147,100,500,8.000000,0.800000,1.140727,-0.241698,0.998974
148,100,500,8.000000,0.850000,1.104989,-0.178047,0.998998
149,100,500,8.000000,0.900000,1.072367,-0.118953,0.999011
150,100,500,8.000000,0.950000,1.036065,-0.057106,0.999323
151,100,500,8.000000,1.000000,1.010285,-0.006112,0.999581
152,100,500,9.000000,0.100000,3.778665,-3.855940,0.994547
153,100,500,9.000000,0.150000,2.926681,-2.729850,0.996802
154,100,500,9.000000,0.200000,2.514470,-2.162805,0.997829
155,100,500,9.000000,0.250000,2.221027,-1.767571,0.998134
156,100,500,9.000000,0.300000,1.986464,-1.451335,0.998481
157,100,500,9.000000,0.350000,1.832294,-1.243157,0.998460
158,100,500,9.000000,0.400000,1.691827,-1.052705,0.998531
159,100,500,9.000000,0.450000,1.573871,-0.895638,0.998875
160,100,500,9.000000,0.500000,1.481635,-0.767016,0.998929
161,100,500,9.000000,0.550000,1.410742,-0.662229,0.998820
162,100,500,9.000000,0.600000,1.339983,-0.561337,0.998580
163,100,500,9.000000,0.650000,1.281320,-0.471127,0.998884
164,100,500,9.000000,0.700000,1.225416,-0.382974,0.998703
165,100,500,9.000000,0.750000,1.179202,-0.309390,0.998930
166,100,500,9.000000,0.800000,1.134895,-0.235837,0.998914
167,100,500,9.000000,0.850000,1.101248,-0.174814,0.998839
168,100,500,9.000000,0.900000,1.069987,-0.117312,0.999058
169,100,500,9.000000,0.950000,1.038718,-0.059783,0.999126
170,100,500,9.000000,1.000000,1.010066,-0.005907,0.999640
171,100,500,10.000000,0.100000,3.785770,-3.867376,0.994876
172,100,500,10.000000,0.150000,2.975949,-2.786794,0.996249
173,100,500,10.000000,0.200000,2.524491,-2.174063,0.997368
174,100,500,10.000000,0.250000,2.220456,-1.765904,0.998079
175,100,500,10.000000,0.300000,1.989709,-1.457356,0.998350
176,100,500,10.000000,0.350000,1.814583,-1.222095,0.998564
177,100,500,10.000000,0.400000,1.692733,-1.051735,0.998805
178,100,500,10.000000,0.450000,1.566373,-0.888264,0.998852
179,100,500,10.000000,0.500000,1.481805,-0.766814,0.998683
180,100,500,10.000000,0.550000,1.407419,-0.658431,0.998752
181,100,500,10.000000,0.600000,1.338947,-0.558661,0.998838
182,100,500,10.000000,0.650000,1.282407,-0.470136,0.998906
183,100,500,10.000000,0.700000,1.227113,-0.385404,0.998819
184,100,500,10.000000,0.750000,1.185436,-0.313323,0.999097
185,100,500,10.000000,0.800000,1.142433,-0.243140,0.998868
186,100,500,10.000000,0.850000,1.097022,-0.170196,0.998933
187,100,500,10.000000,0.900000,1.068495,-0.115102,0.998973
188,100,500,10.000000,0.950000,1.039915,-0.061174,0.999205
189,100,500,10.000000,1.000000,1.012020,-0.007708,0.999401
190,100,500,11.000000,0.100000,3.848026,-3.928385,0.995445
191,100,500,11.000000,0.150000,3.019150,-2.832902,0.996332
192,100,500,11.000000,0.200000,2.543219,-2.192059,0.997822
193,100,500,11.000000,0.250000,2.205998,-1.749454,0.998265
194,100,500,11.000000,0.300000,1.991685,-1.457010,0.998313
195,100,500,11.000000,0.350000,1.823884,-1.235628,0.998383
196,100,500,11.000000,0.400000,1.691644,-1.053411,0.998549
197,100,500,11.000000,0.450000,1.559375,-0.880250,0.998708
198,100,500,11.000000,0.500000,1.480504,-0.767318,0.998780
199,100,500,11.000000,0.550000,1.405260,-0.659179,0.998552
200,100,500,11.000000,0.600000,1.337324,-0.556583,0.998855
201,100,500,11.000000,0.650000,1.275223,-0.463039,0.998884
202,100,500,11.000000,0.700000,1.224363,-0.382554,0.998766
203,100,500,11.000000,0.750000,1.183345,-0.311287,0.998859
204,100,500,11.000000,0.800000,1.143867,-0.245257,0.998987
205,100,500,11.000000,0.850000,1.106979,-0.181311,0.999068
206,100,500,11.000000,0.900000,1.063507,-0.110325,0.998984
207,100,500,11.000000,0.950000,1.039585,-0.060765,0.999177
208,100,500,11.000000,1.000000,1.010999,-0.006766,0.999597
209,100,500,12.000000,0.100000,3.848128,-3.938713,0.994644
210,100,500,12.000000,0.150000,3.062051,-2.880442,0.996623
211,100,500,12.000000,0.200000,2.539848,-2.186453,0.997697
212,100,500,12.000000,0.250000,2.216431,-1.757304,0.998016
213,100,500,12.000000,0.300000,1.997542,-1.465622,0.998283
214,100,500,12.000000,0.350000,1.815951,-1.223643,0.998450
215,100,500,12.000000,0.400000,1.694886,-1.057561,0.998639
216,100,500,12.000000,0.450000,1.572128,-0.893984,0.998818
217,100,500,12.000000,0.500000,1.484252,-0.770175,0.998915
218,100,500,12.000000,0.550000,1.405498,-0.657750,0.998809
219,100,500,12.000000,0.600000,1.335773,-0.554085,0.998947
220,100,500,12.000000,0.650000,1.279509,-0.466577,0.999013
221,100,500,12.000000,0.700000,1.221158,-0.378447,0.998931
222,100,500,12.000000,0.750000,1.181919,-0.310863,0.998673
223,100,500,12.000000,0.800000,1.142772,-0.242407,0.998874
224,100,500,12.000000,0.850000,1.099716,-0.173513,0.998973
225,100,500,12.000000,0.900000,1.066872,-0.113794,0.999107
226,100,500,12.000000,0.950000,1.039828,-0.060593,0.999235
227,100,500,12.000000,1.000000,1.011407,-0.007052,0.999593
228,100,500,13.000000,0.100000,3.857010,-3.948552,0.995715
229,100,500,13.000000,0.150000,2.987622,-2.789595,0.995993
230,100,500,13.000000,0.200000,2.532118,-2.176864,0.997525
231,100,500,13.000000,0.250000,2.193048,-1.733853,0.997861
232,100,500,13.000000,0.300000,2.003186,-1.470780,0.998372
233,100,500,13.000000,0.350000,1.820298,-1.227957,0.998800
234,100,500,13.000000,0.400000,1.687361,-1.048916,0.998795
235,100,500,13.000000,0.450000,1.569543,-0.891324,0.998789
236,100,500,13.000000,0.500000,1.478658,-0.764587,0.998730
237,100,500,13.000000,0.550000,1.403656,-0.655376,0.998806
238,100,500,13.000000,0.600000,1.333120,-0.554110,0.998709
239,100,500,13.000000,0.650000,1.284892,-0.473417,0.998897
240,100,500,13.000000,0.700000,1.223173,-0.380647,0.998713
241,100,500,13.000000,0.750000,1.171887,-0.302524,0.999023
242,100,500,13.000000,0.800000,1.138978,-0.238049,0.998810
243,100,500,13.000000,0.850000,1.102363,-0.176120,0.998882
244,100,500,13.000000,0.900000,1.070059,-0.117053,0.999174
245,100,500,13.000000,0.950000,1.037056,-0.058235,0.999171
246,100,500,13.000000,1.000000,1.010447,-0.006271,0.999607
247,100,500,14.000000,0.100000,3.828688,-3.906119,0.994334
248,100,500,14.000000,0.150000,2.962465,-2.763099,0.996940
249,100,500,14.000000,0.200000,2.543505,-2.194752,0.997609
250,100,500,14.000000,0.250000,2.207384,-1.749051,0.998080
251,100,500,14.000000,0.300000,2.002079,-1.468067,0.998393
252,100,500,14.000000,0.350000,1.836337,-1.242637,0.998635
253,100,500,14.000000,0.400000,1.694203,-1.056508,0.998784
254,100,500,14.000000,0.450000,1.580800,-0.902873,0.998749
255,100,500,14.000000,0.500000,1.486864,-0.770834,0.998711
256,100,500,14.000000,0.550000,1.407099,-0.658830,0.998953
257,100,500,14.000000,0.600000,1.335272,-0.555248,0.998803
258,100,500,14.000000,0.650000,1.271911,-0.459387,0.998766
259,100,500,14.000000,0.700000,1.225119,-0.383992,0.998801
260,100,500,14.000000,0.750000,1.175820,-0.303783,0.998770
261,100,500,14.000000,0.800000,1.139620,-0.239421,0.998940
262,100,500,14.000000,0.850000,1.105187,-0.178784,0.998963
263,100,500,14.000000,0.900000,1.068780,-0.116093,0.999002
264,100,500,14.000000,0.950000,1.036016,-0.057109,0.999184
265,100,500,14.000000,1.000000,1.012086,-0.007781,0.999552
266,100,500,15.000000,0.100000,3.922255,-4.020374,0.995012
267,100,500,15.000000,0.150000,3.033712,-2.845091,0.996105
268,100,500,15.000000,0.200000,2.533992,-2.180607,0.997646
269,100,500,15.000000,0.250000,2.229243,-1.773948,0.997988
270,100,500,15.000000,0.300000,1.995580,-1.463554,0.998452
271,100,500,15.000000,0.350000,1.827016,-1.234263,0.998369
272,100,500,15.000000,0.400000,1.690159,-1.053203,0.998877
273,100,500,15.000000,0.450000,1.579126,-0.901186,0.998977
274,100,500,15.000000,0.500000,1.476524,-0.761939,0.998792
275,100,500,15.000000,0.550000,1.406751,-0.659921,0.998569
276,100,500,15.000000,0.600000,1.332214,-0.551217,0.998932
277,100,500,15.000000,0.650000,1.271528,-0.461389,0.998655
278,100,500,15.000000,0.700000,1.221221,-0.379857,0.998763
279,100,500,15.000000,0.750000,1.181636,-0.310515,0.999088
280,100,500,15.000000,0.800000,1.140094,-0.241643,0.998883
281,100,500,15.000000,0.850000,1.104328,-0.179593,0.999031
282,100,500,15.000000,0.900000,1.072472,-0.119360,0.999016
283,100,500,15.000000,0.950000,1.037189,-0.058633,0.999161
284,100,500,15.000000,1.000000,1.010360,-0.006212,0.999565
285,100,500,16.000000,0.100000,3.895257,-3.993633,0.995464
286,100,500,16.000000,0.150000,2.993110,-2.792678,0.995864
287,100,500,16.000000,0.200000,2.558264,-2.212031,0.996546
288,100,500,16.000000,0.250000,2.225166,-1.765029,0.998197
289,100,500,16.000000,0.300000,1.999814,-1.467022,0.998422
290,100,500,16.000000,0.350000,1.820165,-1.230485,0.998430
291,100,500,16.000000,0.400000,1.689474,-1.049894,0.998686
292,100,500,16.000000,0.450000,1.581302,-0.903170,0.998609
293,100,500,16.000000,0.500000,1.485404,-0.770579,0.998775
294,100,500,16.000000,0.550000,1.410305,-0.661119,0.998679
295,100,500,16.000000,0.600000,1.335788,-0.554025,0.998768
296,100,500,16.000000,0.650000,1.270099,-0.457966,0.998856
297,100,500,16.000000,0.700000,1.221904,-0.380253,0.998793
298,100,500,16.000000,0.750000,1.179296,-0.308225,0.998805
299,100,500,16.000000,0.800000,1.137018,-0.237932,0.998906
300,100,500,16.000000,0.850000,1.105832,-0.179475,0.998902
301,100,500,16.000000,0.900000,1.068728,-0.115728,0.999028
302,100,500,16.000000,0.950000,1.038768,-0.059571,0.999186
303,100,500,16.000000,1.000000,1.011666,-0.007579,0.999551
304,100,500,17.000000,0.100000,3.955797,-4.058608,0.993379
305,100,500,17.000000,0.150000,2.958652,-2.756224,0.995813
306,100,500,17.000000,0.200000,2.518084,-2.163757,0.997516
307,100,500,17.000000,0.250000,2.229446,-1.773914,0.997934
308,100,500,17.000000,0.300000,2.016305,-1.482304,0.998221
309,100,500,17.000000,0.350000,1.833525,-1.241087,0.998440
310,100,500,17.000000,0.400000,1.693961,-1.055320,0.998705
311,100,500,17.000000,0.450000,1.582799,-0.904588,0.998715
312,100,500,17.000000,0.500000,1.491509,-0.777694,0.998629
313,100,500,17.000000,0.550000,1.402587,-0.651992,0.998861
314,100,500,17.000000,0.600000,1.331933,-0.552200,0.998901
315,100,500,17.000000,0.650000,1.284590,-0.473968,0.998863
316,100,500,17.000000,0.700000,1.221908,-0.379512,0.998865
317,100,500,17.000000,0.750000,1.180146,-0.309910,0.998762
318,100,500,17.000000,0.800000,1.137030,-0.237537,0.999050
319,100,500,17.000000,0.850000,1.101398,-0.174950,0.999077
320,100,500,17.000000,0.900000,1.069930,-0.116704,0.999056
321,100,500,17.000000,0.950000,1.038724,-0.059631,0.999207
322,100,500,17.000000,1.000000,1.011238,-0.006888,0.999565
323,100,500,18.000000,0.100000,3.989234,-4.102694,0.994428
324,100,500,18.000000,0.150000,3.018214,-2.825261,0.995767
325,100,500,18.000000,0.200000,2.524055,-2.165420,0.997292
326,100,500,18.000000,0.250000,2.241354,-1.786264,0.998289
327,100,500,18.000000,0.300000,1.997563,-1.465734,0.998213
328,100,500,18.000000,0.350000,1.838775,-1.246208,0.998754
329,100,500,18.000000,0.400000,1.698046,-1.061147,0.998776
330,100,500,18.000000,0.450000,1.581020,-0.900316,0.998663
331,100,500,18.000000,0.500000,1.480864,-0.766118,0.998882
332,100,500,18.000000,0.550000,1.411536,-0.662862,0.998687
333,100,500,18.000000,0.600000,1.324694,-0.543806,0.998552
334,100,500,18.000000,0.650000,1.285483,-0.473150,0.998905
335,100,500,18.000000,0.700000,1.230386,-0.390501,0.998960
336,100,500,18.000000,0.750000,1.179648,-0.308916,0.998851
337,100,500,18.000000,0.800000,1.137769,-0.239115,0.998894
338,100,500,18.000000,0.850000,1.100573,-0.172803,0.999017
339,100,500,18.000000,0.900000,1.070041,-0.117748,0.999042
340,100,500,18.000000,0.950000,1.040106,-0.061241,0.999190
341,100,500,18.000000,1.000000,1.010433,-0.006186,0.999529
342,100,500,19.000000,0.100000,3.949173,-4.056278,0.995945
343,100,500,19.000000,0.150000,2.999863,-2.805785,0.996379
344,100,500,19.000000,0.200000,2.548243,-2.197615,0.997663
345,100,500,19.000000,0.250000,2.251414,-1.798535,0.997994
346,100,500,19.000000,0.300000,1.981335,-1.448769,0.998429
347,100,500,19.000000,0.350000,1.812771,-1.220429,0.998508
348,100,500,19.000000,0.400000,1.700507,-1.060083,0.998665
349,100,500,19.000000,0.450000,1.571543,-0.893255,0.998634
350,100,500,19.000000,0.500000,1.485340,-0.771748,0.998984
351,100,500,19.000000,0.550000,1.395848,-0.647240,0.998787
352,100,500,19.000000,0.600000,1.333167,-0.552461,0.998799
353,100,500,19.000000,0.650000,1.278085,-0.465696,0.998975
354,100,500,19.000000,0.700000,1.223741,-0.382703,0.998920
355,100,500,19.000000,0.750000,1.179416,-0.308826,0.998759
356,100,500,19.000000,0.800000,1.141795,-0.242960,0.999084
357,100,500,19.000000,0.850000,1.099370,-0.172894,0.999105
358,100,500,19.000000,0.900000,1.068947,-0.116100,0.999108
359,100,500,19.000000,0.950000,1.038215,-0.059126,0.999245
360,100,500,19.000000,1.000000,1.010575,-0.006329,0.999599
361,100,500,20.000000,0.100000,4.029791,-4.155743,0.993673
362,100,500,20.000000,0.150000,3.007766,-2.816079,0.995986
363,100,500,20.000000,0.200000,2.555890,-2.207681,0.997366
364,100,500,20.000000,0.250000,2.235880,-1.777922,0.998015
365,100,500,20.000000,0.300000,1.995752,-1.462843,0.998250
366,100,500,20.000000,0.350000,1.819998,-1.227289,0.998684
367,100,500,20.000000,0.400000,1.702420,-1.063143,0.998571
368,100,500,20.000000,0.450000,1.579719,-0.900569,0.998844
369,100,500,20.000000,0.500000,1.480843,-0.766762,0.998939
370,100,500,20.000000,0.550000,1.400083,-0.652668,0.998973
371,100,500,20.000000,0.600000,1.337234,-0.555287,0.998913
372,100,500,20.000000,0.650000,1.267891,-0.454602,0.998867
373,100,500,20.000000,0.700000,1.224263,-0.381215,0.998772
374,100,500,20.000000,0.750000,1.180392,-0.309219,0.998863
375,100,500,20.000000,0.800000,1.142346,-0.243288,0.998975
376,100,500,20.000000,0.850000,1.098018,-0.171110,0.999045
377,100,500,20.000000,0.900000,1.069001,-0.115876,0.999095
378,100,500,20.000000,0.950000,1.039592,-0.060421,0.999253
379,100,500,20.000000,1.000000,1.010717,-0.006832,0.999640
380,200,500,1.000000,0.100000,3.423016,-3.800458,0.997967
381,200,500,1.000000,0.150000,2.775246,-2.790382,0.998349
382,200,500,1.000000,0.200000,2.412805,-2.218158,0.998976
383,200,500,1.000000,0.250000,2.146399,-1.806507,0.999108
384,200,500,1.000000,0.300000,1.968416,-1.525538,0.999212
385,200,500,1.000000,0.350000,1.811859,-1.285239,0.999375
386,200,500,1.000000,0.400000,1.690858,-1.095851,0.999513
387,200,500,1.000000,0.450000,1.580666,-0.929303,0.999556
388,200,500,1.000000,0.500000,1.490875,-0.791075,0.999618
389,200,500,1.000000,0.550000,1.411828,-0.670626,0.999657
390,200,500,1.000000,0.600000,1.347240,-0.570220,0.999608
391,200,500,1.000000,0.650000,1.286150,-0.476945,0.999641
392,200,500,1.000000,0.700000,1.229052,-0.389321,0.999627
393,200,500,1.000000,0.750000,1.180712,-0.311879,0.999686
394,200,500,1.000000,0.800000,1.136283,-0.239566,0.999662
395,200,500,1.000000,0.850000,1.098321,-0.174299,0.999703
396,200,500,1.000000,0.900000,1.065636,-0.114810,0.999711
397,200,500,1.000000,0.950000,1.032539,-0.055423,0.999775
398,200,500,1.000000,1.000000,1.004172,-0.002147,0.999913
399,200,500,2.000000,0.100000,3.431876,-3.803724,0.998015
400,200,500,2.000000,0.150000,2.811400,-2.834649,0.998463
401,200,500,2.000000,0.200000,2.429506,-2.240701,0.998880
402,200,500,2.000000,0.250000,2.174045,-1.832197,0.999151
403,200,500,2.000000,0.300000,1.977894,-1.530711,0.999288
404,200,500,2.000000,0.350000,1.816087,-1.287242,0.999243
405,200,500,2.000000,0.400000,1.695503,-1.097561,0.999392
406,200,500,2.000000,0.450000,1.594274,-0.940243,0.999567
407,200,500,2.000000,0.500000,1.504020,-0.802761,0.999549
408,200,500,2.000000,0.550000,1.426282,-0.682761,0.999622
409,200,500,2.000000,0.600000,1.352076,-0.573834,0.999637
410,200,500,2.000000,0.650000,1.288499,-0.478376,0.999652
411,200,500,2.000000,0.700000,1.236063,-0.396138,0.999625
412,200,500,2.000000,0.750000,1.182825,-0.314381,0.999660
413,200,500,2.000000,0.800000,1.138655,-0.240628,0.999648
414,200,500,2.000000,0.850000,1.103575,-0.178435,0.999689
415,200,500,2.000000,0.900000,1.066484,-0.114756,0.999700
416,200,500,2.000000,0.950000,1.035086,-0.057670,0.999759
417,200,500,2.000000,1.000000,1.005637,-0.002975,0.999875
418,200,500,3.000000,0.100000,3.469188,-3.851203,0.997374
419,200,500,3.000000,0.150000,2.883973,-2.918497,0.998488
420,200,500,3.000000,0.200000,2.456101,-2.265411,0.998844
421,200,500,3.000000,0.250000,2.188644,-1.850898,0.999075
422,200,500,3.000000,0.300000,1.988705,-1.541365,0.999184
423,200,500,3.000000,0.350000,1.838641,-1.308692,0.999412
424,200,500,3.000000,0.400000,1.700786,-1.103094,0.999427
425,200,500,3.000000,0.450000,1.603097,-0.948364,0.999497
426,200,500,3.000000,0.500000,1.506435,-0.803515,0.999521
427,200,500,3.000000,0.550000,1.423021,-0.679377,0.999549
428,200,500,3.000000,0.600000,1.348137,-0.568481,0.999635
429,200,500,3.000000,0.650000,1.288770,-0.479102,0.999623
430,200,500,3.000000,0.700000,1.233264,-0.392448,0.999576
431,200,500,3.000000,0.750000,1.185718,-0.315355,0.999683
432,200,500,3.000000,0.800000,1.140362,-0.242100,0.999657
433,200,500,3.000000,0.850000,1.101429,-0.175645,0.999713
434,200,500,3.000000,0.900000,1.065804,-0.113727,0.999686
435,200,500,3.000000,0.950000,1.035158,-0.057411,0.999767
